,creationTime,hour,nickname,productType,score,content,days
232,2022-12-07 15:54:17, 15,"""j***9""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""建议不要买，买了没半个月就出故障了，换货之后的电脑也有问题，看个视频一闪一闪的""","5,""afterDays"":0"
233,2024-11-06 10:39:22, 10,"""9***3""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""还行吧，就是那个账户有点问题，莫名其妙就不能用了""","32,""afterDays"":0"
234,2023-07-20 11:49:10, 11,"""K***王""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""产品质量还是很不错的，就是这价格降的让人无法接受，买了才10多天时间就活动降价了，咨询了客服，因为价保只有7天，所以也不能补足差价了。""","14,""afterDays"":0"
235,2023-06-17 18:18:29, 18,"""j***m""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""刚买没一周就降价，客服说这是京东的活动，跟他们没关系，不是他们降的价，，30天保价就是一笑话，认栽了😓😓😓""","12,""afterDays"":0"
236,2023-10-13 22:13:52, 22,"""j***o""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""使用两天 频繁卡顿，安装也卡断 开软件也卡 各种卡""","14,""afterDays"":0"
237,2023-03-13 15:28:24, 15,"""j***m""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""不知道啥原因，屏幕下方偶尔会出现三分之一区域显示不出来，过一会它自己又好了。""","6,""afterDays"":0"
238,2024-08-26 08:56:04, 08,"""4***l""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""到货的时候外包装烂了一个大洞😅😅\n键盘灯感觉光怎么不均匀？\n刚过价保就开始降价。。。。是不是故意的？""","10,""afterDays"":0"
239,2022-10-11 21:23:37, 21,"""j***r""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""开机有问题，经常发出响声，风扇声音较大，感觉一般。""","9,""afterDays"":0"
240,2023-08-05 10:54:17, 10,"""j***2""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""昨天刚收到的电脑 激活后发现有划痕 最后和商家协商赔了点钱 不满意的购物体验""","5,""afterDays"":0"
241,2022-11-16 17:10:08, 17,"""j***9""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""配置可以到是每次充电满开机都要开两次以上界面才能出来才行，开机还要响下不知道什么原因，""","4,""afterDays"":0"
242,2023-12-12 07:01:33, 07,"""r***n""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""电脑ppt运作容易闪退，啧难用， 才买了一个多月了，出现这样的问题&hellip;""","48,""afterDays"":0"
243,2023-04-16 14:32:01, 14,"""j***g""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""性能没有想象的那么出众，毕竟是轻薄本，但基本办公没有什么问题""","41,""afterDays"":0"
244,2022-12-20 08:51:36, 08,"""j***n""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""刚买回来就蓝屏，开机也不流畅，黑屏好久，打开多个应用也会卡卡的。""","12,""afterDays"":0"
245,2024-03-12 20:19:59, 20,"""_***y""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""比别的平台贵，因为jd比较有保障一点也值得，但是啥东西也不送 联想的包装简陋我就不开心了，想评论看看送别人电脑支架问客服不给就更伤心了""","23,""afterDays"":0"
246,2023-05-03 23:39:38, 23,"""窝***龙""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""电脑一般般就是金属面板有漏电购买这款电脑的小伙伴要注意了这款电脑的通病这个价钱有这种小毛病不应该这款机器联想的品控估计不太行。不太喜欢。扩展性差。""","29,""afterDays"":0"
247,2023-09-09 14:15:20, 14,"""正***斧""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""用了一段时间，有时候会有点卡，还有一次开机后找不到音频设备😪""","53,""afterDays"":0"
248,2024-02-26 09:27:45, 09,"""j***o""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""电脑没问题，就是系统有点卡不知道什么问题。经常软件卡住或者闪退""","5,""afterDays"":0"
249,2023-08-28 11:15:32, 11,"""j***6""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""五千多的电脑 卡的什么都动不了 不理解新电脑不如旧电脑是什么原因。""","7,""afterDays"":0"
250,2023-05-31 20:55:39, 20,"""T***f""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑还是有点儿发热，必须得用支架架起来才行。买完就降价，说是可以申请保价，然后又搞文字游戏，降价了就说是百亿补贴""","1,""afterDays"":0"
251,2024-10-31 08:59:21, 08,"""9***9""","""【超能轻薄】Pro14英寸 OLED高刷""",3,"""键盘有按键无法反弹。\n联想都干了20多年的电脑行业了，怎么还这个质量水平。""","4,""afterDays"":0"
252,2024-10-25 09:52:45, 09,"""有***人""","""【超能轻薄】Pro14英寸 OLED高刷""",3,"""品控一般，盒盖后A壳与B壳不对称。不影响使用，强迫症人受不了！""","18,""afterDays"":0"
253,2023-02-23 14:20:29, 14,"""j***w""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""小新Pro 14感觉一般般，没有想象中的好，电池不耐用，晒单送礼品也没有兑现，购买体验不太好。""","8,""afterDays"":0"
254,2024-11-02 09:11:23, 09,"""阿***潘""","""【性能大屏】Pro16英寸 2.5K高刷""",2,"""电脑买了不到两个月多次出现莫名其妙开不了机，以及黑屏真的懒得喷""","48,""afterDays"":0"
255,2023-10-13 10:12:46, 10,"""j***7""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""刚买一个月，用一个月了，不知道怎么回事玩电脑，用着用着时不时进入黑屏、屏保状态。""","43,""afterDays"":0"
256,2023-12-12 10:39:11, 10,"""j***n""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""总体来说还是不错的，但是！我总觉得有时候打开一些软件会有点慢""","35,""afterDays"":0"
257,2023-02-20 00:07:51, 00,"""j***a""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""用了三四天了，有一次发热，还有就是个别时候声音有点大，其他的还好。""","9,""afterDays"":0"
258,2024-10-25 15:58:00, 15,"""p***0""","""【超能轻薄】Pro14英寸 2.8K高刷""",2,"""感觉还没舍友2000块的电脑流畅，鼠标右击后电脑需要很长时间才能反应过来""","23,""afterDays"":0"
259,2023-05-06 14:29:16, 14,"""W***7""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""有时候资源管理器会卡主，使用软件也存在偶尔卡死。虽然影响不大，但是对不起这个价格，""","44,""afterDays"":0"
260,2023-10-25 12:45:43, 12,"""一***蛋""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑还行，但是快递运航太不行了😡明明已经到货了还一直不给我发送，打电话也不接催了好久才给我发，这个箱子真是笑死个人了🙄🤬""","24,""afterDays"":0"
261,2023-03-02 13:50:56, 13,"""j***6""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""office激活两天了，还是登不上去，昨天说在修理了，今天还是登不上去，希望不要让人失望吧""","1,""afterDays"":0"
262,2022-11-02 11:30:49, 11,"""j***s""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""别买，快跑。\n开机有问题，换新过一次还是会碰到，联想通病？开机会有静电保护导致黑屏滴滴叫。""","20,""afterDays"":0"
263,2022-12-16 20:51:35, 20,"""我***o""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""回来就破成这样，而且里面一个填充物都没有，用起来也一般般。。。散热一言难尽""","4,""afterDays"":0"
264,2023-11-05 21:09:00, 21,"""l***2""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""使用过程容易发烫，而且机子好像是去年的，应用安装日期还是去年5月份的""","1,""afterDays"":0"
265,2023-04-28 10:18:17, 10,"""劰***劰""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""一般，开机或者息屏之后打开声音比较响，浏览器要等一会才能点""","12,""afterDays"":0"
266,2023-05-08 19:21:18, 19,"""y***l""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""不太行的感觉，买了半个月不到就开始卡，开机才打开一个文件就自动黑屏，黑屏等了一分多钟才恢复""","33,""afterDays"":0"
267,2023-10-02 14:04:53, 14,"""j***4""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""说的是2.8K高刷屏，实际只有2.6，而且不是想象那么好，但也还可以接受""","1,""afterDays"":0"
268,2022-11-22 21:23:53, 21,"""j***d""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""续航远远达不到宣传里说的8小时以上，充满电的情况下使用40分钟，电池电量就降到了60%了""","11,""afterDays"":0"
269,2023-11-13 09:03:41, 09,"""小***强""","""【性能小钢炮】Pro16 2.5K高刷屏""",2,"""品相不错，屏幕有漏光处，打游戏会卡顿，画质低，时间长温度高，价钱合理。""","13,""afterDays"":0"
270,2023-03-14 12:10:44, 12,"""u***i""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""使用没什么问题就是发的电脑两次都出现不同程度的掉漆，调换之后也是掉漆，凑合用吧外观不影响使用""","4,""afterDays"":0"
271,2023-06-18 15:30:58, 15,"""t***p""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""品质一般吧，按键手感和整体外观不是很喜欢。老婆要买的，我自己买肯定不会买这个。""","12,""afterDays"":0"
272,2023-10-04 20:24:07, 20,"""吳***經""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""今天刚到，发现后盖有小瑕疵，和商家说商家让转京东官方客服，京东官方客服又很慢一直没等到，好歹也是先付钱的而且也不少里起码用心点啊，物流很快快递小哥也很靠谱""","1,""afterDays"":0"
273,2022-11-29 12:56:22, 12,"""2***3""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""风扇噪音大，性能一般，音响效果次，也就简单办公用，其他的不要想了""","19,""afterDays"":0"
274,2024-07-28 20:00:52, 20,"""吳***-""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""买来几天电脑目前没什么问题，但是收到的时候两个盒子都破了，总觉得电脑摔了有什么安全隐患一样一直不安心&hellip;""","6,""afterDays"":0"
275,2023-10-22 18:04:21, 18,"""3***5""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""电脑简单用用，还可以，偶尔很卡就是价格变动太大了，已经降价500了，伤心，而且价格很不透明，看来以后只能到双十一买，没想到来去这么大。""","29,""afterDays"":0"
276,2022-08-10 13:14:09, 13,"""我***p""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""用了几天来评论，空调房间内待机只有三个多小时，还有一次莫名其妙连不上网，热点也连不上，总之是一次不满意的购物体验""","7,""afterDays"":0"
277,2023-11-09 08:34:01, 08,"""j***9""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""我不知道为什么买回来时不时就会卡，酷狗账号每天蹦出来的是别人的账号，我感觉保新不一定，可以看看别人的评论再买""","6,""afterDays"":0"
278,2024-01-22 08:39:46, 08,"""w***s""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""刚买回来的时候，玩了一下，有一点点卡顿有时候还会卡屏，等再用多两天再回来评价""","3,""afterDays"":0"
279,2023-07-12 23:56:45, 23,"""j***6""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""说真的，开机速度还是很快的，一般七八秒钟就打开了。但是用着是真的有些卡，比如打开一些软件有时候会等半天。""","33,""afterDays"":0"
280,2023-11-29 21:15:22, 21,"""j***x""","""【性能小钢炮】Pro16 2.5K高刷屏""",2,"""感觉一般般，我只是追剧，但电脑有时候会闪屏，而且有时候点击但电脑没反应，不行。""","61,""afterDays"":0"
281,2023-10-31 00:06:51, 00,"""屋***懵""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""用的不舒服。一点小东西都卡。软件啥的进去也卡。不推荐购买。浪费钱，想把电脑卖出去。重新买个。""","3,""afterDays"":0"
282,2024-10-14 09:39:02, 09,"""t***5""","""【AI元启】Pro16英寸 2.5K高刷""",3,"""用着还行，就是蓝牙鼠标有时候卡一下，不知道是什么原因，鼠标在原来的电脑上没有这种情况。""","31,""afterDays"":0"
283,2023-06-19 20:17:36, 20,"""j***7""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""刚拆开的就有个明显划痕，怀疑是二次封装的，但是查了查没有激活，也是全新的，但就是有划痕""","1,""afterDays"":0"
284,2023-11-14 19:34:22, 19,"""j***m""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""客服态度差，反复用相同的回答，解决同一问题，找不到问题的关键，希望能多多改善。\n中秋节的学生价格很不错，双11还是相同的价，性价比高，保值率高，谢谢啦！""","46,""afterDays"":0"
285,2023-12-13 12:05:41, 12,"""j***n""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""多任务打开有点卡，可能APP不兼容有时电脑会花屏，纯办公续航能力4个小时左右。""","56,""afterDays"":0"
286,2022-12-14 18:08:17, 18,"""爱***-""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""刚用第二天，就这种情况，还是抓拍的，还有一些出现花屏问题，品控绝对是有些问题（我是倒霉蛋），再有问题看后续吧😢""","5,""afterDays"":0"
287,2023-01-02 09:06:53, 09,"""易***空""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""产品不插电源有时不能开机，开机过程中滴一声就关机了，需反复开机，另外windows设置了不自动更新，还会自动更新""","50,""afterDays"":0"
288,2023-04-26 15:36:31, 15,"""刘***0""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""有些卡顿，运行着运行着系统会卡顿重启一下。\n然后锁屏开屏后会出现黑屏的情况，客服给了黑屏安装包后还是会出现黑屏的情况。但频率不是很多，一天一次或者两天一次。\n这个电脑性价比感觉一般。""","51,""afterDays"":0"
289,2022-11-05 13:28:40, 13,"""流***云""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""买回来第二天开机竟然黑屏了，虽说联系客服按照操作下载软件解决了，但是否解决成功，有待观察，不想退货，配置，外观还是可以的，但不是很好的购物体验！""","12,""afterDays"":0"
290,2023-11-27 17:22:32, 17,"""j***g""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""外观有点儿丑，充电器比较笨重，盘是分好的，只分了两个盘，感觉有点难受。其他还没啥直观感受。""","6,""afterDays"":0"
291,2022-12-29 13:57:52, 13,"""哎***去""","""""",2,"""一收到笔记本刚开始还觉得挺好的，都已经激活了，才发现笔记本有一处破损的，磨痕很严重，但激活了，也不能换了，只能自认倒霉了，反正大家都看好再下单吧，唉&hellip;&hellip;啥也不是""","2,""afterDays"":0"
292,2023-03-10 22:52:25, 22,"""z***5""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""目前还没有很好的使用，性能还看不出来，不过感觉比较一般，不知道是京东客服还是店里的客服，感觉像个小白一样，让人好无语。""","2,""afterDays"":0"
293,2023-06-07 01:17:08, 01,"""u***9""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""不知道是系统问题还是机器问题，不玩游戏，仅限于办公程序，但始终点击程序打开延迟，经常出现卡顿现象。""","42,""afterDays"":0"
294,2023-09-25 20:05:59, 20,"""殇***-""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""想买的朋友需要谨慎，半个月的体验动不动就卡一下，听着课件直接黑屏，只能强制关机""","19,""afterDays"":0"
295,2023-12-09 22:12:06, 22,"""j***2""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""第一没有赠品四千多的笔记本都送齐了但这个五千多的什么都不送第二我电脑刚充电还没开机没联网的情况下电脑就发出隆隆的响声第三在激活 office 的过程中电脑出现卡顿的现象第四散热能力不好新机开了四小时左右电脑就发热第五续航能力一般没达到预期效果。但免费的 office 还是可以的。""","1,""afterDays"":0"
296,2023-12-06 17:30:51, 17,"""j***5""","""【性能小钢炮】Pro16 2.5K高刷屏""",2,"""买了不到两个月，不打游戏，主要使用WPS和视频播放软件，电脑经常闪屏、黑屏，客服售后和没有一样，不推荐购买！""","56,""afterDays"":0"
297,2022-11-08 09:59:17, 09,"""j***d""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""一般，刚买来就提示更新系统，更新了占用50多g内存，而且还出现开机问题。解决问题事工程师恢复也让人不满意，不同工程师说法不一""","15,""afterDays"":0"
298,2024-08-10 22:27:43, 22,"""j***9""","""【超能轻薄】Pro14英寸 2.8K高刷""",2,"""买回来的电脑两周出现四次花屏，联系客服说我电脑设置有问题，让我重置电脑，按流程操作以后，现在也不知道后续会不会出现类似情况！""","12,""afterDays"":0"
299,2024-06-25 11:53:58, 11,"""8***9""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""一开机风扇就呼呼转个不停，性能一般、外观还行。运行较慢，将近五千的的机器和三千多没多大区别""","6,""afterDays"":0"
300,2023-09-19 23:12:43, 23,"""j***i""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""电脑拿到手是蛮好的，而且适配器也是100W的，但是快递我拿到手是有破损的，而且使用过程中出现了网络图标自己消失了的问题，找了线上的客服和工程师以及线下官方的维修店，问题还是没有解决。""","8,""afterDays"":0"
301,2023-07-02 10:30:08, 10,"""M***丶""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""触摸板左右两次明显不平整，左侧和面板基本持平，上下落差刚好，右侧明显低于面板，和面板件有缝隙，第二次换的货了，不想再换了，就这么用吧。""","12,""afterDays"":0"
302,2024-10-27 12:19:37, 12,"""D***-""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""首先没有指纹解锁，其次拓展性太差，然后还没咋用，轻薄本不太轻薄，\n外形外观：还行""","2,""afterDays"":0"
303,2022-11-16 17:13:11, 17,"""放***t""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""没有我想象中的好吧，买回来第一天开机黑屏一次，查了一下是常见问题，按照客服方案，第四天蓝屏一次。人脸也不算灵敏，比较呆，其他没啥问题""","6,""afterDays"":0"
304,2023-06-15 10:12:39, 10,"""j***w""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""外观和屏幕还可以，但是流畅性一般，多开office软件都会出现卡顿，用的还是13代I5，感觉整体一般""","20,""afterDays"":0"
305,2024-10-24 21:21:09, 21,"""j***h""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""售后不好联系，说的是大电池容量，3-4个小时就没电了，休眠一晚上就没电了。而且七天无理由退换是在不能联网的情况下，那我怎么试电量流畅下载东西呢""","21,""afterDays"":0"
306,2024-08-28 16:51:11, 16,"""j***p""","""【超能轻薄】Pro14英寸 2.8K高刷""",2,"""新电脑打开图片就卡，听歌卡顿，然后申请换了一天来还是图片打开卡，提歌还在测试中，感觉不像新机。""","19,""afterDays"":0"
307,2023-06-09 09:38:20, 09,"""红***6""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""轻薄方便携带，就是才买了几天就黑屏，维修了半个月都没返回，催了好几次才弄好。我就纳闷了，换机需要那么久吗？""","52,""afterDays"":0"
308,2024-06-28 17:10:42, 17,"""j***2""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""怎么说呢，电脑确实还行，我看了一下，唯一的一个缺点就是它单纯的卖电脑，他什么都没送，就是我在其他店子看或多或少都会送什么鼠标什么的。我建议买的时候还是送一点东西比较好""","3,""afterDays"":0"
309,2024-08-25 21:36:10, 21,"""j***7""","""【超能轻薄】Pro14英寸 OLED高刷""",3,"""收到键盘盘有划痕，家人帮忙验的机，目前没什么问题，开机有点慢，风扇声音在静音环境还是挺大的，续航不太行""","3,""afterDays"":0"
310,2023-03-13 23:24:10, 23,"""w***Q""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""不能用我55w手机充电器充电，我的另一台dell的可以，本来买着想出差用的，现在看来还得把电脑充电器背着。还有一些软件字体显示模糊，看着很难受，其它倒是还好""","2,""afterDays"":0"
311,2024-08-21 16:25:47, 16,"""我***下""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""京东售后服务这块还挺好。但是产品一言难尽，用了两月，然后已经换过一次货了。新电脑屏幕一直有自动刷新这个情况，希望这个不会导致其他问题，因为换电脑真的会很麻烦。""","43,""afterDays"":0"
312,2023-01-29 10:30:40, 10,"""3***6""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""办公写写文件用，不玩游戏，偶尔看电视，目前使用不到一个月，除了这自动更新比较烦，一更新就老半天还是黑屏，其他功能使用正常。。""","23,""afterDays"":0"
313,2024-08-23 16:50:43, 16,"""j***y""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""刚买回来，没怎么用，刚刚就卡了一次，无论是滑动鼠标还是按其他按键，都没有任何反应，是后面强制关机才解决的""","13,""afterDays"":0"
314,2022-09-19 09:13:01, 09,"""j***x""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑品控一般，有好多小瑕疵，但只是外观问题，不影响使用，容易发烫，打开电脑刚用就开始发热了，散热声音有点大，其他还可以。""","45,""afterDays"":0"
315,2024-03-01 08:34:16, 08,"""j***b""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""大家注意 买这个电脑赠送支架必须是学生才可以参与\n这个电脑和E系列的产品对比 感觉还是E系列的好用\n公司IT部同事反馈，就是这个电脑硬盘如果坏了，只能换硬盘，电脑里面的文件是无法继续使用的。""","2,""afterDays"":0"
316,2023-04-13 01:45:14, 01,"""一***译""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""降价速度快，散热快发热也快，风扇呼呼响，内存2g*8，开机内存占用70%开个浏览器也能爆内存，找客服问没人回的，想买考虑清楚""","43,""afterDays"":0"
317,2023-06-15 13:03:45, 13,"""j***g""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑外观不错。但是用着没有想象好，反应有点慢而且经常要重启更新系统，续航能力也没有说得那么好，买回来才半个月就降了四百还不能申请保价好坑。""","14,""afterDays"":0"
318,2023-06-01 16:49:28, 16,"""C***o""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""很一般，比预想的差，而且刚买完没多久就降了400\n屏幕效果：不好，看视频效果不好\n运行速度：很一般\n外形外观：还好吧""","21,""afterDays"":0"
319,2022-12-19 14:54:41, 14,"""j***6""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""日常办公看文档，用office嘎嘎好用，除了游戏不咋能玩。我玩原神一开始很好用，玩了几天后，电脑玩游戏就变卡了些，其他时间倒没问题。\n     最大的问题是续航，不是很持久""","10,""afterDays"":0"
320,2022-06-29 19:23:03, 19,"""j***5""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""颜值性能都还不错，但有瑕疵，盖有点合不拢，微软登录不了设置不了pin码，改成本地登录才能用，无奈系统已经激活，估计不给退，将就用算了。在京东买了这么多东西，这是第一次踩雷，有点失望😞""","4,""afterDays"":0"
321,2023-11-30 08:59:45, 08,"""j***U""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""用的时候会出现卡顿，也出现断网现象，噪音会很大声，刷视频的时间会突然跳了一下画面，弹出去，总体来说，一般般""","21,""afterDays"":0"
322,2022-11-06 16:14:05, 16,"""7***7""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""运行速度：很一般，开机要18秒\n屏幕效果：还行\n散热性能：就下微信，QQ，fomail，然后发现挺热的，没达到预期，开机无意中联网了，系统自动激活，不然。。。。""","1,""afterDays"":0"
323,2024-06-16 17:20:34, 17,"""j***2""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""这个联想电脑是程序员推荐购买的 因为我是女生而且不打游戏 要是打游戏就不推荐这款 但这个散热不是很好  用久了发热挺严重的还有因为这个是护眼屏幕 所以看起来色彩偏黄""","3,""afterDays"":0"
324,2022-11-05 17:53:53, 17,"""j***v""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""这是我的第二个联想的笔记本了，先从外观上来说还是挺好看的，不过有点重。然后从性能上，刚开始用已经遇到了卡顿，反应不灵敏的情况。第一台刚买的时候也是这样子，不知道是不是联想的通病。而且刚买不到半个月就需要强制关机，虽然解释说是电脑的什么静电问题，因为是金属的。总之大家自己斟酌吧""","15,""afterDays"":0"
325,2024-02-29 01:02:38, 01,"""M***h""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""机子给别人买的，别人用着还可以，玩LOL自定义没有兵的情况下fps230。\n我在实体店看了华为的16s，这个屏幕没别人的清晰，整体工艺都差不多，就是logo扒在旁边是真的不好看\n为什么给三星，因为客服很差，可以说没有客服，问什么问题都是机器人""","6,""afterDays"":0"
326,2022-11-26 22:07:53, 22,"""j***q""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""外观还不错，但是新机就会偶尔出现卡顿现象，续航能力也不太符合8小时以上，不干别的，只码字查资料，最多只能用四五个小时。重量还行吧，当时冲着它续航能力强买的，有点失望。""","14,""afterDays"":0"
327,2022-08-02 13:37:06, 13,"""罗***大""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""实事求是的说，电脑外观各方面挺好的，开箱后一看，只有一个USB端口，无线鼠标一用就没端口了，左边有一个口，但要用扩展坞才方便。怪我选购时没认真看介绍啊，但也超出了我正常人的想象了啊，呵呵！只有果断选择退货了。""","1,""afterDays"":0"
328,2022-06-22 00:02:05, 00,"""j***g""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""我主要说一下目前我发现的问题\n外形外观：外形外观：1. 底部不是完全平的，可以看出来是有弧度的，客服说这是正常的现象，不影响使用\n2.键盘一般，真的没有我十年前用的deal的键盘号，空格键有点问题，按两边有时候感应不到\n\n其他基本满意，目前还没发现问题""","5,""afterDays"":0"
329,2023-06-13 10:25:39, 10,"""c***7""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""纠结了好久，最终还是选择小新。性价比方面感觉是一般，没有独显，独显版本就太贵了。拿回来试用的时候还出现了页面死机的问题。屏幕试用过程也有点累眼睛。目前体验就这些。希望不会出现其他问题，后续有保障。""","13,""afterDays"":0"
330,2023-02-09 23:12:11, 23,"""修***姐""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑刚到，目前表现一般，安装qq的时候出现卡顿，直接重启了。除了这个，其他目前还比较流畅，电脑本事轻薄，但是充电器有点重，接口很少，两个typec和一个usb""","1,""afterDays"":0"
331,2023-02-09 11:07:43, 11,"""5***0""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""2月4号下的订金，2月6号齐的尾款，怀着期盼的心情终于在5号等来了新的电脑，并且提前买了扩展坞，京东物流确实快。可惜回家看到快递时(快递是家人代收的)，心情已经凉了一半，箱子明显湿了一块并且箱子烂得有点厉害。拆开箱子后另外一半的好心情也没有了。明显装手提的盒子的一个角有明显的皱拆痕迹，感觉有可能是跌落或者受到大力挤压造成的。虽然里面的手提外观上没有问题，但考虑到这是电子产品所以最后选择了换货。接着就是漫长的换货流程，起码这个星期星期都收不到货。感觉有点失望""","5,""afterDays"":0"
332,2024-10-08 09:43:36, 09,"""3***j""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""开机对电脑进行了更新，设置了密码之类的，下载了三个软件，但点击的时候，要挺久才能进去，看综艺时，跳着看比较卡，不知道是不是我的问题，但不想换了""","4,""afterDays"":0"
333,2024-08-27 09:39:40, 09,"""j***8""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""小本已收到，外观还可以，画面很好。不过要吐槽的是系统更新时间太长，跟重装系统差不多了。而且开机以后没多久，桌面上的图标就开始乱闪，我重启了资源管理器后才好。windows11真是让人不敢恭维，不知道以后还会出啥幺蛾子。""","1,""afterDays"":0"
334,2024-09-11 09:08:26, 09,"""z***q""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""买回来有一星期了，没用过，就是下载了一个@带不动，加载中黑屏，在客服的指导下下载了另一个游戏软件才可以用了。其他的还没有用不知道效果怎么样？开机得十几秒，其他有待后续观察！""","10,""afterDays"":0"
335,2023-08-09 19:11:18, 19,"""j***3""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""用起来一般\n运行速度：一般，有时候还会卡\n\n散热性能：一般吧，一开机的时候会发烫。\n\n屏幕效果：缩放是200%，导致重命名文件的时候显示不全，然后连显示屏的话，截图什么的字会变的超级大\n\n外形外观：还行吧，看上去很酷炫。""","6,""afterDays"":0"
