,creationTime,hour,nickname,productType,score,content,days
290,2024-10-22 15:16:23, 15,"""j***o""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""强烈推荐，这款电脑真的让我非常满意!首先，它的性能非常出色，无论是处理大型软件还是多任务运行，都毫无压力。其次，外观设计简约大方，屏幕色彩鲜艳，显示效果非常棒。键盘手感舒适，打字流畅。最后，电池续航也非常给力，不用担心长时间使用电量不足的问题。总之，这款电脑是我目前使用过的最满意的一款，强烈推荐!""","14,""afterDays"":0"
291,2024-11-07 12:12:27, 12,"""T***桂""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想小新pro14酷睿Ultra，刚到手就开机试了一下，电脑轻薄便捷，外观简洁，开机速度快，颜值高，屏幕分辨率高，非常喜欢""","1,""afterDays"":0"
292,2024-10-29 16:49:22, 16,"""用***1""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿Ultra '酷睿Ultra' 这个处理器真的太快了，太棒了，性能超级好看。我上个电脑用了8年，小新这个高性能本，我决定再战10年。""","9,""afterDays"":0"
293,2024-11-02 18:51:25, 18,"""波***仪""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""从游戏本换过来的，pro14性能很强，更轻薄了，lol cf都没问题，出差终于不用再那么累了。\n酷睿Ultra挺爽的""","1,""afterDays"":0"
294,2024-10-21 14:50:37, 14,"""寻***清""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""与之前的电脑对比起来，这款电脑又轻又薄外观小巧可爱，放包里去哪儿都不怕累了。特意买了内存大一些的，工作学习都能用，试用了一下，噪音小，速度很快""","1,""afterDays"":0"
295,2024-10-16 11:31:37, 11,"""大***米""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""笔记本很合适，性价比高，颜色看着很高级，性能也不错，日常办公用很不错，京东购入很方便，送货上门超快，价格也很合适，还有地方补贴，超值""","24,""afterDays"":0"
296,2024-10-25 22:29:18, 22,"""j***r""","""【AI元启】Pro14英寸 OLED高刷""",5,"""新机到手，参加了政府补贴减了很多，很划算！酷睿Ultra太给力了！运行很快！屏幕看起来很高级质感很好，用了好几个小时机器也不怎么热，外观也很时尚，喜欢！小美客服很不错！""","4,""afterDays"":0"
297,2024-10-30 22:34:34, 22,"""-***e""","""【AI元启】Pro14英寸 OLED高刷""",5,"""新买的联想小新，系统是最新的酷睿Ultra5处理器，日常使用很流畅，不错不错，屏幕看着也不累眼睛 很满意""","11,""afterDays"":0"
298,2024-10-20 23:32:07, 23,"""A***y""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""今天收到就马上拆封了，颜值这一块真的没得说，简约的风格很得我的心意，而且机器+充电器的重量非常轻。我买这一款轻薄本就是为了旅游的时候方便随时给照片调色，这款的重量带着出去不会有额外的负担，非常适合旅游带出去。而且这款电脑还搭配了英特尔最新的酷睿ultra 5，处理器的性能很强大可以很好的运行PS软件，还可以玩一些常见网游。真的超级推荐！""","1,""afterDays"":0"
299,2024-11-02 23:14:10, 23,"""小***_""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""买的 酷睿Ultra，还不错，目前没发现什么问题，之前用过pro13，印象非常好才换的这个，希望之后体验感不会出问题""","12,""afterDays"":0"
300,2024-11-07 10:22:31, 10,"""u***8""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""手感很不错，买的16寸，挺大的，金属磨砂外壳，新机子就是嘎嘎快，轻薄，运行顺畅，屏幕不累眼，不错不错！""","3,""afterDays"":0"
301,2024-10-18 22:08:09, 22,"""j***m""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""电脑收到屏幕显示效果简直太清晰细腻了，非常有质感。酷睿Ultra处理器的性能也是杠杠的！续航时间也非常满意。""","2,""afterDays"":0"
302,2024-10-29 20:37:13, 20,"""1***-""","""【AI元启】Pro14英寸 OLED高刷""",5,"""此电脑搭配酷睿ultra，是一款性能出色的电子产品。在使用过程中，我发现它的运行速度非常快，无论是处理日常任务还是进行高强度的工作，都能轻松应对。此外，它的外观设计简洁大方，给人一种高端大气的感觉。在续航能力方面，酷睿ultra也表现出色，一次充电可以使用很长时间，非常适合经常出差或者长时间工作的用户。其优秀的散热系统保证了长时间高强度工作的稳定性。总体而言，这款电脑性价比高，是追求高性能和稳定性的用户的不二选择。""","7,""afterDays"":0"
303,2024-10-21 10:45:11, 10,"""不***素""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""这款电脑的性能如同晨曦中的一缕阳光，迅速而明亮，让我的工作变得轻松高效。 笔记本电脑的价格合理，性价比非常高，完全符合我的预期。""","3,""afterDays"":0"
304,2024-10-17 16:21:30, 16,"""k***6""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""电脑选什么？这款销量第一，品牌可以，配置不错，性能很好，轻薄，。32内存，1g硬盘，7000的速度，65瓦的输出。强大无比。""","1,""afterDays"":0"
305,2024-10-23 22:23:24, 22,"""热***z""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""边框很窄，到手拿着也不累，放包里还有很大空间，电池也耐用，酷睿Ultra处理器真不是吹的，Ai速度快，好用""","10,""afterDays"":0"
306,2024-10-19 16:31:05, 16,"""早***遲""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""纠结了很久最终还是选择了小新酷睿Ultra，新机非常棒！这开机速度，这轻薄度，物超所值！梦中情机，值得拥有！！""","4,""afterDays"":0"
307,2024-11-04 13:25:26, 13,"""w***i""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""千挑万选，这个价位的轻薄本还是小新最合适。\n这台本子配置了酷睿ultra5处理器 处理任务很快 32G内存➕1T存储 绝对的中高端配置了 大电池满足长续航 非常棒""","2,""afterDays"":0"
308,2024-11-08 22:07:09, 22,"""k***a""","""【AI元启】Pro14英寸 OLED高刷""",5,"""很好，很满意！买的这个酷睿真的超满意！之前买的荣耀，不太行，我退了，换了这个，系统运行流畅，内存够大，最主要的是颜值担当非常nice 。""","6,""afterDays"":6"
309,2024-10-21 22:34:00, 22,"""易***0""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""外观简洁大气，运行速度流畅，32G+1TB的配置非常够用，搭载Ultra5处理器，运行更高效，散热效果好，整体机身重量很轻，物超所值。""","1,""afterDays"":1"
310,2024-10-16 12:51:37, 12,"""木***夜""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""外观不错，很有质感。酷睿ultra续航更好，符合轻薄本的需求。雾面屏不容易脏，很好。键盘手感也不错。""","1,""afterDays"":0"
311,2024-10-30 23:07:59, 23,"""j***2""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""收到电脑了，包装很严实，没有任何磕碰，运行速度非常快，屏幕也测了没有什么大的瑕疵，非常帅气的颜色，重量也可以接受，非常值得购买的一款电脑。""","3,""afterDays"":0"
312,2024-10-28 21:23:17, 21,"""j***q""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿 Ultra 笔记本收到了，外观ABC面都很好看，core ultra系统也很流畅，使用体验很不错""","2,""afterDays"":0"
313,2024-10-24 11:41:43, 11,"""踩***酸""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""下单第二天就收到了，物流很快。打开小新pro 14酷睿Ultra，颜值很高，携带方便，开机速度非常快，系统很流畅。""","2,""afterDays"":0"
314,2024-10-30 20:30:37, 20,"""A***龙""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""质量超出了我的预期！材质上乘，工艺精细，每一个细节都处理得完美。使用起来也非常顺手，酷睿Ultra确实不错！\n这一波政府补贴简直不要太划算！""","14,""afterDays"":0"
315,2024-10-31 20:51:04, 20,"""j***2""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""物流发货很快，昨晚下单今天上午就到了，验机没有问题，生产日期也很新。今天试用了一下，非常流畅，酷睿UItra真的非常让我很惊喜！""","1,""afterDays"":0"
316,2024-11-07 12:07:54, 12,"""四***四""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""屏幕显示很细腻很丝滑，包装严实，酷睿ultra5性能好，运行速度快续航能力强，电脑轻薄，携带便携。散热能力强，风扇声音小，性能模式非常流畅。""","1,""afterDays"":0"
317,2024-10-24 19:58:31, 19,"""S***哥""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""联想小新pro14酷睿ULtra5运行流畅，屏幕画质很棒，外放声音音质清晰动听，立体感很强，下次继续购买！""","0,""afterDays"":0"
318,2024-11-09 21:10:04, 21,"""灬***笔""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""作为一个办公用品来说，16G内存运行速度是够够的，电脑颜值也很高，很轻薄，出门带着是比较方便，电池续航很好5个小时无压力。""","23,""afterDays"":0"
319,2024-10-20 17:21:34, 17,"""快***子""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""这款笔记本电脑在实际使用中表现出色。首先","32,""afterDays"":0"
320,2024-11-05 09:53:21, 09,"""j***5""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""买的小新pro14 2024 酷睿 Ultra 版，性能好，日常办公娱乐足够用，屏幕清晰，外观也很时尚，金属外壳很有质感""","4,""afterDays"":0"
321,2024-10-24 11:10:03, 11,"""j***s""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""联想笔记本收到货了，搭配酷睿Ultra处理器非常完美，整体来说真的很不错，性价比很高，运行速度很快，办公好用""","3,""afterDays"":0"
322,2024-10-18 13:17:06, 13,"""0***1""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新pro14。。超级帅！！！超级喜欢！！！酷睿Ultra处理器也超级快 电脑运行很流畅！喜欢喜欢！""","2,""afterDays"":0"
323,2024-10-28 12:26:49, 12,"""爱***8""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""包装到位，物流很快，联想大品牌质量有保证，笔记本整体设计大气美观，显示屏清晰，键盘使用起来很流畅，开机速度很快，运行起来也很棒，性价比很高""","43,""afterDays"":0"
324,2024-11-09 14:57:58, 14,"""j***t""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""趁着国补上的车，pro真的惊艳，屏幕看起非常舒服\n声音，居然我感觉看美剧都能听懂更多。希望小新系列\n一直保持高质量 高性价比。""","3,""afterDays"":0"
325,2024-10-28 08:50:58, 08,"""嘟***宝""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""看了很久，最终决定要这款，还有政府补贴，很不错，便宜了不少，优惠不错，用起来也舒服，暂时散热还不错，后续在追评，整体不错的，辛苦快递小哥""","27,""afterDays"":0"
326,2024-10-28 22:41:51, 22,"""j***o""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""质感很好，颜色很漂亮，运行非常流畅，型号是酷睿Ultra的，推荐，希望可以用久一点一点，现在买有国补很划算""","5,""afterDays"":0"
327,2024-11-07 19:52:50, 19,"""9***4""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""小新pro14选的是英特尔酷睿ultra5处理器的，电脑反应很迅速，很轻薄，用来平时办公一点压力都没有，很流畅。有了国补性价比超高。京东服务好发货也很快，非常推荐""","51,""afterDays"":0"
328,2024-11-09 21:28:42, 21,"""S***4""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""上大学时的电脑就是联想，老品牌值得信任。\n京东快递非常及时哦，酷睿Ultra~\n内存比之前的老设备大多了，再也不用担心空间不够用。这台机可以满足办公和日常需求。是用国补买的，满意：）""","4,""afterDays"":0"
329,2024-10-30 20:34:07, 20,"""1***6""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""酷睿Ultra\n小新14pro酷睿版真的很不错，这次价格合适就买了不到5千。没有卡顿，键盘还是消音的，颜色也不错。""","13,""afterDays"":0"
330,2024-11-07 14:39:00, 14,"""j***x""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想这款酷睿Ultra5很好用 速度快  使用感很好 家人很喜欢 用来学习很不错 下单隔天到货 客服小林态度很好 完美解决问题""","4,""afterDays"":0"
331,2024-10-17 12:47:16, 12,"""见***j""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""联想大品牌，酷睿ultra处理器性能好且稳定，关注很久了，这次有政府补贴非常划算。这么便宜都还想买一个，但是电脑每年都更新，还是忍住了""","3,""afterDays"":0"
332,2024-10-26 22:03:46, 22,"""s***r""","""【AI元启】Pro14英寸 OLED高刷""",5,"""很轻薄酷睿ultra9的处理器挺不错的，2.8k的屏幕看视频也相当清晰，音质也可以，音乐外放听着很不错""","1,""afterDays"":0"
333,2024-11-04 21:54:06, 21,"""s***甯""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿ultra window 11系统还需要适应一下，电脑颜值很高，金属质感就是高级，总体还是很喜欢的。""","5,""afterDays"":0"
334,2024-10-16 20:40:24, 20,"""j***y""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""京东发货速度快，酷睿UItra运行流畅，电脑显示器色彩也非常鲜明，有自带的联想电脑管家下载和管理也很方便""","1,""afterDays"":0"
335,2024-10-24 15:55:00, 15,"""赵***l""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""在线下的时候也看了，在网上还有身边朋友推荐综合情况下，（不打游戏）选择了这款小新14pro，酷睿Ultra5，线下也有政府补贴，但是京东线上更便宜，比线下还划算，所以就在线上买。而且京东售后客服小妹解答问题非常有耐心，因为之前都是在线下买电脑，第一次在线上买，拿到手之后，许多东西都要自安装操作等，之前在线下买的话，都是线下店铺的店员直接给安装好的，可能也更换了不同品牌的电脑有关有些操作上的问题，该店铺的售后人员非常给力解答的很好。好评。""","3,""afterDays"":0"
336,2024-11-09 18:22:33, 18,"""d***3""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想笔记本电脑之前给老婆买了一台小新的 14 寸，用了 四五年了，依然很流畅，使用也没有出现过什么问题，这次帮朋友推荐也首选小新系列。""","16,""afterDays"":0"
337,2024-11-05 19:59:38, 19,"""糖***淡""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""非常不错，外甥女考上大学了，作为舅舅想了很久准备送一台电脑当作礼物，做了很多功课，最后选择了这一款，收到后孩子非常喜欢，挺好的👍""","14,""afterDays"":0"
338,2024-10-23 10:08:40, 10,"""j***6""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""真不错酷睿Ultra","2,""afterDays"":0"
339,2024-10-15 15:19:01, 15,"""高***-""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿Ultra值得推荐\n运行速度：很快，买来主要办公与平时看视频，打开各种办公软件很流畅\n屏幕效果：看视频的观感也很好""","1,""afterDays"":5"
340,2024-10-23 02:16:43, 02,"""r***_""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新pro14 2024酷睿Ultra版，收到货，第一时间拆包装，质量非常好，与卖家描述一致，完全超出我的期望值，包装很仔细、严实，总的来说这次是很满意的一次购物，感谢卖家。""","6,""afterDays"":0"
341,2024-10-18 01:53:08, 01,"""j***6""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""经过各种对比选定了联想小新酷睿Ultra笔记本，产品力强，轻薄实用，屏幕的效果也很好，安全下车，没有出现任何问题。购买过程中出现的疑问，客服耀星也能及时的解答，很愉快的一次购物体验。""","2,""afterDays"":0"
342,2024-10-26 20:54:21, 20,"""g***7""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想小新Pro14酷睿ultra5，OLED屏，金属手感，外观大气，适合用于学校办公！很不错的笔记本""","1,""afterDays"":0"
343,2024-10-15 16:42:03, 16,"""j***x""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想大品牌，用的安心，办公用着很舒服，oled屏幕相当给力，&lsquo;酷睿Ultra&rsquo;性能也不错""","5,""afterDays"":0"
344,2024-11-08 20:41:44, 20,"""5***8""","""【AI元启】Pro14英寸 OLED高刷""",5,"""联想小新14pro酷睿Ultra9性能强劲，屏幕出色，性价比高，非常适合日常使用和轻度办公，值得推荐！#酷睿Ultra#""","6,""afterDays"":0"
345,2024-10-25 16:31:20, 16,"""g***8""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""综合对比最后选了这款酷睿ultra5版本，比锐龙多了8g内存而且还是LCD屏幕，还送几个服务险 买来看看论文很轻便，感谢政府补贴""","3,""afterDays"":0"
346,2024-10-16 15:59:51, 15,"""6***9""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""儿子上大学，选来选去跟孩子选了&ldquo;酷睿Ultra&rdquo;，孩子用了感觉非常棒，可以满足正常学习需求，及玩游戏的需求。""","14,""afterDays"":0"
347,2024-10-17 13:19:36, 13,"""是***9""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""运行速度：运行速度：&lsquo;酷睿Ultra非常快，体验感好。\n屏幕效果：色彩显示十分细腻，让人眼前一亮。\n\n散热性能：散热不错。\n\n外形外观：外形简约大气，简洁美观。\n轻薄程度：重量十分轻薄，满足对轻薄本的需求。""","2,""afterDays"":0"
348,2024-10-25 20:34:09, 20,"""y***g""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""选来选去还是觉得小新性价比最高，大品牌售后有保障，酷睿Ultra加持，性能用很多年绝对没问题，屏幕素质和整机做工都很优秀，附送了office也很方便。""","6,""afterDays"":0"
349,2024-11-09 22:41:00, 22,"""j***6""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""帮朋友下单的，朋友就是想要这个型号，没有京东会员，正好我有，可以领补贴，电脑的质感是不错的，款式也很好，主要是价位很优惠！""","44,""afterDays"":0"
350,2024-10-24 17:59:48, 17,"""e***别""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""电脑非常流畅，酷睿Ultra 处理器十分给力，32G内存和1T的存储够用了，屏幕很清晰，键盘操作也很舒服""","2,""afterDays"":0"
351,2024-10-16 21:55:50, 21,"""j***h""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""给力","21,""afterDays"":0"
352,2024-11-04 19:07:32, 19,"""阿***禹""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""大学毕业后再次接触笔记本电脑！联想小新14pro给我良好的体验！酷睿Ultra真心好用啊！流畅度够用！值得推荐""","1,""afterDays"":0"
353,2024-10-24 21:22:01, 21,"""0***u""","""【AI元启】Pro14英寸 OLED高刷""",5,"""买到了物美价廉的宝贝，质量让人惊喜。物流迅速，商家服务周到，售后放心。买之前还担心价格低质量不行，结果收到货后惊讶得不行，质量好得没话说，太满意了！""","0,""afterDays"":0"
354,2024-11-08 18:09:26, 18,"""洪***大""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""酷睿Ultra这也太好看了，不仅颜值在线，性能也很强，我的专业使用刚刚好，做活动买的性价比也是拉满了""","34,""afterDays"":0"
355,2024-10-17 13:13:09, 13,"""a***n""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""用的补贴价买的，价格很合适，新的酷睿Ultra平台的笔记本，考虑了一下还是14寸的适合携带，5年前买的小新13pro，现在依旧好用，希望这台也不要让人失望。""","1,""afterDays"":0"
356,2024-10-25 15:44:43, 15,"""j***1""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""第二台联想笔记本了，第一台小新air13pro奋战了七年。用起来很丝滑，很轻薄，办公出差都很方便，酷睿Ultra适配了很多ai功能，赞。""","5,""afterDays"":5"
357,2024-11-09 20:32:35, 20,"""j***c""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""大品牌值得信赖，用起来很流畅，性价比很不错，支持，希望做好售后服务。一如既往的支持大品牌，运行顺畅，挺不错的。家人很喜欢，值得推荐。""","10,""afterDays"":10"
358,2024-10-19 15:37:37, 15,"""云***树""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""新电脑运行速度就是快，之前那个电脑也是联想小新系列，用了7年。又买了这台，直接登录之前的联想账号，很方便！""","10,""afterDays"":0"
359,2024-10-13 21:57:20, 21,"""M***a""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""新一代的小新14pro非常轻薄，外观很精致，便于携带，学习办公都是非常好的工具，最主要价格也很实惠，酷睿Ultra处理器也比较好用。""","9,""afterDays"":0"
360,2024-11-09 18:05:09, 18,"""T***G""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""包装很不错，物流也很快，收到货后就迫不及待的打开了，价格也很合适。\n商品符合描述，主要是活动便宜，能省很多钱真心喜欢，颜色、款式都非常棒！""","14,""afterDays"":0"
361,2024-10-22 12:42:32, 12,"""火***3""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""物流很快就到家，大品牌值得信赖，果断选择了酷睿系列的&ldquo;酷睿Ultre&rdquo;，感觉还是很快很流畅。。国补也很给力。""","1,""afterDays"":0"
362,2024-10-23 12:52:12, 12,"""j***5""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""物流很快，昨天晚上买的今天就到了\n运行速度：挺快的一点也不卡\n屏幕效果：小巧别致\n轻薄程度：超薄轻薄""","1,""afterDays"":0"
363,2024-10-19 11:17:04, 11,"""3***g""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""这款笔记本电脑外观非常精致好看，酷睿Ultra的处理器很流畅，系统运行速度很快。是我喜欢的款式，值得购买！""","3,""afterDays"":0"
364,2024-11-09 22:05:23, 22,"""j***r""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""运行速度：很流畅\n屏幕效果：清晰，色彩也可以\n散热性能：散热很快，风扇声音不算大，很小\n外形外观：14寸，对我来说正好，带着轻松\n酷睿Ultra 真不错""","1,""afterDays"":0"
365,2024-11-05 14:39:10, 14,"""你***呀""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""给家里大学生用的，第一台电脑，选了很久，最终选择了这款联想小新，趁着国补便宜，果断拿下了，用过觉得还不错，颜值也很高，好评""","22,""afterDays"":0"
366,2024-10-31 21:42:34, 21,"""神***卫""","""【AI元启】Pro14英寸 OLED高刷""",5,"""联想小新pro14AI元启版，采用英特尔酷睿Ultra 9处理器，不愧是旗舰产品，非常满意的一次购物。""","5,""afterDays"":0"
367,2024-10-13 18:53:19, 18,"""大***鱼""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""收到啦收到啦 因为急用就在京东买了 而且超级快第二天就到了 屏幕很大很喜欢 而且都是新新的看着特别舒服 自己买了鼠标适配""","20,""afterDays"":0"
368,2024-10-22 22:42:36, 22,"""驰***子""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""政府有以旧换新补贴，价格非常美丽，趁着双十一活动买的，小新pro工业设计和质量还是很好的，使用下来也很流畅，京东物流隔日达很满意""","1,""afterDays"":0"
369,2024-10-27 10:32:00, 10,"""q***7""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""运行速度:处理表格简直像火箭坐了一样\n屏幕效果:很好很护眼\n散热性能:挺好，在轻薄本里面不错了\n外形外观:很有质感\n轻薄程度:很薄，没量，大概厚两厘米吧\n处理器，酷睿Ultra很棒，酷睿Ultra很棒，酷睿Ultra很棒""","2,""afterDays"":0"
370,2024-11-12 16:03:21, 16,"""h***g""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""运行速度：很快，不像之前电脑🐌。\n屏幕效果：很柔和，不刺眼。\n散热性能：应该很好，先用一段时间看看。\n外形外观：很cool。\n轻薄程度：和想象的一样，出差就不用背着🧱满世界跑了。""","1,""afterDays"":0"
371,2024-11-09 09:14:53, 09,"""留***么""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""24款小新14Pro非常轻薄便携，酷睿Ultra带来了超强性能，100w快充也给超长续航加上了双保险！""","2,""afterDays"":0"
372,2024-10-26 15:40:17, 15,"""2***w""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""相当不错的笔记本，重量真的蛮轻的平时出门带着也不是很麻烦，用起来也是很不错刷新率也是有120的，联想这个老牌子还是很靠谱的，""","9,""afterDays"":0"
373,2024-11-07 10:20:22, 10,"""Q***3""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""真的很好，性价比也很高，设计也很好，物流也快啊！一天就到货了！\n商品质量没毛病，价格实惠到家。物流快如闪电，商家服务耐心，售后负责，真心不错！""","22,""afterDays"":0"
374,2024-10-30 23:53:49, 23,"""V***a""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""京东速度没得说，当天下单第二天就到货啦，电脑外观无划痕无破损，全新未拆封，捡到宝了，电脑运行速度快，电脑外观也酷炫，物超所值""","32,""afterDays"":0"
375,2024-11-02 12:20:27, 12,"""M***9""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""画质清晰，分辨率高，目前用起来很丝滑，对比过几个品牌，最终还是选择了联想酷睿ultra，老品牌值得信任。""","1,""afterDays"":0"
376,2024-11-06 08:47:43, 08,"""H***n""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""运行速度：运行速度快，英特尔i5第12代标压依然很能打，很快。\n屏幕效果：屏幕显示清晰效果好，\n散热性能：散热性能好，联想大品牌值得信赖。\n外形外观：外观设计好，很好看，做工精美，大牌品设计的高端大气美观。\n轻薄程度：很薄，便携性好，容易携带，出门方便。\n其他特色：功能多样化，还在学习，做工精细。\n散热能力：散热好，一点也不热，性能好。\n运行速度：性能很强大，很好用，性价比很高，对比了好几台最终选择了这台电脑，旗舰就是旗舰，很强。""","4,""afterDays"":0"
377,2024-10-16 15:38:51, 15,"""j***1""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""酷睿Ultra  小新元启这款电脑相对来说这个价格很合适外观颜值非常不错相对来说同等价位的电脑这个处理器相当不错的推荐大家看看个人真的感觉很不错的一款电脑。""","7,""afterDays"":0"
378,2024-10-17 13:06:47, 13,"""2***p""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""同学推荐的，一到就迫不及待打开体验了，感觉电脑非常好用，酷睿Ultra就是好用，手感很好很顺滑，太爱啦！！！""","3,""afterDays"":0"
379,2024-11-09 21:07:47, 21,"""灬***笔""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""运行速度：16G办公的话真的够用了。\n\n屏幕效果：2.8k的屏幕，设计也可以用了，比较好用。\n\n散热性能：办公用的话，性能很好的，散热很好几乎静音。\n轻薄程度：电脑就是很轻薄，适合自己。""","57,""afterDays"":0"
380,2024-10-29 08:31:40, 08,"""黎***i""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""看上这款很久了，蹲了很久一直没有降价的趋势，联想全家桶里的一键换新机传数据超级方便的，我第一次用酷睿ultra的新机，感觉很丝滑！""","7,""afterDays"":0"
381,2024-11-05 00:22:12, 00,"""j***x""","""【AI元启】Pro14英寸 OLED高刷""",5,"""&lsquo;酷睿 Ultra&rsquo;\n运行速度：新版AI元启很快，顺，爽\n屏幕效果：颜色很漂亮，不愧是OLED\n散热性能：很好\n外形外观：小巧玲珑，出差很方便\n轻薄程度：轻，薄""","29,""afterDays"":0"
382,2024-11-05 10:53:55, 10,"""天***鸥""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""前前后后帮助亲戚朋友等等，买了好几个联想小新了，很适合大学生用或是办公用，这次家庭补贴省了1000元，价格算下里来，真的是很不错的。值了。""","4,""afterDays"":0"
383,2024-10-27 21:50:16, 21,"""j***z""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""v \n评价详情\n联想笔记本电脑小新Pro142024 高性能，\n酷睿Ultra， 质量很好！键盘很反应快，系统运行非常流畅，新电脑用这特别舒服，oled屏幕很鲜艳，特别适合看视频和剪辑视频，充电速度快，充电头也很小巧，机身的重量适中。""","4,""afterDays"":0"
384,2024-11-03 14:44:42, 14,"""j***o""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""运行速度：非常快，揭开笔记本即开即，大大缩短了开机时间。\n屏幕效果：很清晰，最喜欢用它看视频了，视频清晰，流畅。\n外形外观：外观非常漂亮，而且前方开电脑的地方特意做的稍微多出来一点点，既不影响美观，又方便打开屏幕。\n散热性能：用来使用一些办公软件和看视频，没有发热的情况。\n轻薄程度：14寸的，刚刚好，方便携带。""","7,""afterDays"":7"
